Plant,,Material,,,Work Center,Fiscal Week,Overall Result,40.2020,41.2020,42.2020,43.2020,44.2020,45.2020,46.2020,47.2020,48.2020,49.2020,50.2020,51.2020,52.2020,01.2021,02.2021,03.2021,04.2021,05.2021,06.2021,07.2021,08.2021,09.2021,10.2021,11.2021,12.2021,13.2021,14.2021,15.2021,16.2021,17.2021,18.2021,19.2021,20.2021,21.2021,22.2021,23.2021,24.2021,25.2021,26.2021,27.2021,28.2021,29.2021,30.2021,31.2021,32.2021,33.2021,34.2021,35.2021,36.2021,37.2021,38.2021,39.2021,Prod. Freq,ME/HR/BUoM (CS),Unc. Line Speed/Hr/BUoM (CS),Syrup MatNr,Syrup AltBOM,Syrup #Components,Setup Group,SetupMin,SetupMax,Comments
0280,Lüneburg,202676,500MLPLBTN18X1 VIO BIO LM LMN MNT,Net Production Quantity,BPETP2,A05 NR PET,59688,,6552,,,,,,,,,,,,,6552,,,,,,,6624,,,,,6696,,,,6840,,,,6696,,,,,6552,,,,6552,,,,6624,0,,,,0.1730769231,#DIV/0!,#DIV/0!,WATER?,,3,?,75,360,
0280,Lüneburg,202723,1LPLBTN6X1 VIO BY APOLLINARIS,Net Production Quantity,BPETP3,A03 NR PET,219828,,,,,,,57372,,,,,,,,,,,,,,,15960,,,,10080,,,,,19824,,,22344,,,,16128,,,,,27132,,,30744,,,,20244,,,0.1730769231,#DIV/0!,#DIV/0!,WATER?,,,?,30,150,
0280,Lüneburg,202725,1LPLBTN6X1 VIO BY APOLINRISMDM(CARB),Net Production Quantity,BPETP3,A03 NR PET,102228,,,,,,,10164,,,,,,,15036,,,,,,,,,,,,8652,,,,,10668,,,6300,,,,15708,,,,,13104,,,15288,,,,7308,,,0.1730769231,#DIV/0!,#DIV/0!,WATER?,,,?,70,150,
0280,Lüneburg,202726,500MLPLBTN18X1 VIOSPRITZIG,Net Production Quantity,BPETP3,A03 NR PET,238752,,,,,15192,,,,,,,,,,,4968,,,12168,,,,,14904,,19224,,,,,15768,,,,14472,,51192,,,30600,,,50184,,,,,,10080,,,,0.2115384615,#DIV/0!,#DIV/0!,WATER?,,,?,40,150,
0280,Lüneburg,202890,300MLGLBTR1X24 VIO SCHORLE APL,Net Production Quantity,BRGBP6,A06 RR Glass,123440,15480,,,,,4960,,,,,,,,,,,,,,,,,,,,,,20240,,,10240,,,,16080,,,,20800,,,,,,,5000,5080,5160,10160,,,10240,0.2115384615,#DIV/0!,#DIV/0!,WATER?,,2,?,240,480,
0280,Lüneburg,202918,1LPLBTN4X1 VIO BIO LIMO LT GNGR,Net Production Quantity,BPETP2,A05 NR PET,41104,11872,,,,,11760,,,,,2688,,,,14784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0769230769,#DIV/0!,#DIV/0!,WATER?,,,?,65,360,
0280,Lüneburg,202919,1LPLBTN4X1 VIO BIO LIMO LT HERBAL,Net Production Quantity,BPETP2,A05 NR PET,50512,,,,,,17696,,,,,,,,,,,,15344,,,,,,,,,,,,,,,17472,,,,,,,,,,,,,,,,,,,,0.0576923077,#DIV/0!,#DIV/0!,WATER?,,3,?,65,360,
0280,Lüneburg,203023,"MX4 VIO BIO 120/1,0L PEW",Net Production Quantity,REPA02,Umpacken 1,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,688,1112,104,,,0.0769230769,#DIV/0!,#DIV/0!,REPACK,,,,,,
0280,Lüneburg,203075,1LPLBTN4X1 VIO BIO LMLIMEWCCMBERTSTE,Net Production Quantity,BPETP2,A05 NR PET,111328,,,,,,10976,,,,,21840,,,,,,,,,,,,21504,,,,,,,,,21280,,,,,,,,,20944,,,,,,,,14784,,,,0.1153846154,#DIV/0!,#DIV/0!,WATER?,,2,?,65,360,
0280,Lüneburg,203076,500MLPLBTN18X1 VIO BIO LMLIMEWCCMBERTSTE,Net Production Quantity,BPETP2,A05 NR PET,4392,,,,,,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192307692,#DIV/0!,#DIV/0!,WATER?,,,?,75,360,
